,HHSIZE,TRPDUR,TRPDIST_HN,DNYC,PMODE,TOTTR_R,INCOM_R,HHVEH_R,GENDER,AGE_R,LIC
3004,3,20,0.0,0,19,1,4,2,Male,55-64 years,Yes
3005,3,4,0.0,0,19,1,4,2,Male,55-64 years,Yes
3006,3,3,0.0,0,19,1,4,2,Male,55-64 years,Yes
3007,3,15,0.0,0,19,1,4,2,Male,55-64 years,Yes
3008,2,19,9.25,0,19,1,4,2,Male,25-34 years,Yes
3009,2,25,9.34,0,19,1,4,2,Male,25-34 years,Yes
3010,3,5,0.58,0,19,3,4,1,Male,55-64 years,Yes
3011,3,10,4.78,0,19,2,4,1,Male,55-64 years,Yes
3012,3,22,4.57,0,22,1,4,1,Male,55-64 years,Yes
3013,2,9,2.16,0,19,1,4,3,Female,55-64 years,Yes
3014,2,7,2.89,0,19,1,4,3,Female,55-64 years,Yes
3015,2,9,2.89,0,19,1,4,3,Female,55-64 years,Yes
3016,2,13,2.16,0,19,1,4,3,Female,55-64 years,Yes
3017,2,11,4.79,0,19,1,4,3,Male,55-64 years,Yes
3018,2,5,1.82,0,19,1,4,3,Male,55-64 years,Yes
3019,2,10,2.96,0,19,1,4,3,Male,55-64 years,Yes
3020,2,17,10.51,0,19,1,4,3,Male,55-64 years,Yes
3021,2,9,3.36,0,19,1,4,3,Male,55-64 years,Yes
3022,2,1,0.75,0,19,1,4,3,Male,55-64 years,Yes
3023,2,15,5.44,0,19,1,4,3,Male,55-64 years,Yes
3024,2,12,3.24,0,19,1,4,3,Male,55-64 years,Yes
3025,1,10,3.01,0,19,1,2,1,Female,55-64 years,Yes
3026,1,10,0.77,0,19,1,2,1,Female,55-64 years,Yes
3027,1,15,3.01,0,19,1,2,1,Female,55-64 years,Yes
3028,3,60,36.75,0,19,1,2,3,Male,Age not provided,Yes
3029,3,90,37.14,0,19,1,2,3,Male,Age not provided,Yes
3030,1,40,8.04,0,19,1,2,1,Female,35-54 years,Yes
3031,1,39,9.51,0,19,1,2,1,Female,35-54 years,Yes
3032,2,30,19.36,0,19,1,4,2,Male,55-64 years,Yes
3033,2,30,19.23,0,19,1,4,2,Male,55-64 years,Yes
3034,2,30,19.36,0,19,1,4,2,Female,55-64 years,Yes
3035,2,30,19.23,0,19,1,4,2,Female,55-64 years,Yes
3036,4,7,1.57,0,19,1,2,2,Male,25-34 years,Yes
3037,4,7,1.57,0,19,1,2,2,Male,25-34 years,Yes
3038,4,8,1.57,0,19,1,2,2,Male,25-34 years,Yes
3039,4,11,1.57,0,19,1,2,2,Male,25-34 years,Yes
3040,3,22,11.9,0,19,1,4,2,Female,65 years or older,Yes
3041,3,30,11.9,0,19,1,4,2,Female,65 years or older,Yes
3042,1,50,26.28,0,19,1,2,1,Male,65 years or older,Yes
3043,1,76,24.11,0,19,1,2,1,Male,65 years or older,Yes
3044,2,35,29.64,0,19,1,4,2,Male,55-64 years,Yes
3045,2,45,30.76,0,19,1,4,2,Male,55-64 years,Yes
3046,2,13,6.92,0,19,1,4,3,Female,35-54 years,Yes
3047,2,9,1.81,0,19,1,4,3,Female,35-54 years,Yes
3048,2,15,1.81,0,19,1,4,3,Female,35-54 years,Yes
3049,2,94,1.81,0,19,1,4,3,Female,35-54 years,Yes
3050,2,5,1.81,0,19,1,4,3,Female,35-54 years,Yes
3051,2,10,6.92,0,19,1,4,3,Female,35-54 years,Yes
3052,2,35,24.18,0,19,1,2,2,Female,65 years or older,Yes
3053,2,35,24.53,0,19,1,2,2,Female,65 years or older,Yes
3054,2,20,15.96,0,19,1,4,2,Male,35-54 years,Yes
3055,2,35,15.84,0,19,1,4,2,Male,35-54 years,Yes
3056,2,30,13.58,0,19,1,4,2,Female,35-54 years,Yes
3057,2,30,13.54,0,19,1,4,2,Female,35-54 years,Yes
3058,2,27,11.54,0,19,1,9,2,Female,35-54 years,Yes
3059,2,1,0.55,0,19,1,9,2,Female,35-54 years,Yes
3060,2,2,0.55,0,19,1,9,2,Female,35-54 years,Yes
3061,2,20,11.68,0,19,1,9,2,Female,35-54 years,Yes
3062,2,15,2.03,0,19,1,2,2,Male,55-64 years,Yes
3063,2,60,21.31,1,19,1,2,2,Male,55-64 years,Yes
3064,2,50,31.56,1,19,1,2,2,Male,55-64 years,Yes
3065,2,148,41.87,0,19,1,2,1,Male,35-54 years,Yes
3066,2,75,42.18,0,19,1,2,1,Male,35-54 years,Yes
3067,2,95,25.44,1,6,1,4,2,Male,Younger than 16 years,
3068,1,15,3.31,0,19,1,3,2,Male,35-54 years,Yes
3069,1,20,4.58,0,19,1,3,2,Male,35-54 years,Yes
3070,5,90,21.85,1,19,1,1,2,Male,35-54 years,Yes
3071,5,16,3.01,0,19,2,1,2,Male,35-54 years,Yes
3072,3,15,2.15,0,19,2,4,2,Male,35-54 years,Yes
3073,3,20,8.94,0,19,1,4,2,Male,35-54 years,Yes
3074,3,30,8.92,0,19,1,4,2,Male,35-54 years,Yes
3075,3,15,2.15,0,19,2,4,2,Male,35-54 years,Yes
3076,3,90,30.23,1,6,1,4,2,Female,35-54 years,Yes
3077,3,5,2.27,0,17,2,2,2,Female,25-34 years,No
3078,3,10,1.86,0,17,2,2,2,Female,25-34 years,No
3079,3,10,2.82,0,17,2,2,2,Female,25-34 years,No
3080,3,20,3.91,0,17,2,2,2,Female,25-34 years,No
3081,3,10,0.52,0,17,2,2,2,Female,25-34 years,No
3082,3,5,2.27,0,19,1,2,2,Male,35-54 years,Yes
3083,3,10,1.86,0,19,2,2,2,Male,35-54 years,Yes
3084,3,10,2.82,0,19,2,2,2,Male,35-54 years,Yes
3085,3,20,3.91,0,19,2,2,2,Male,35-54 years,Yes
3086,3,10,0.52,0,19,2,2,2,Male,35-54 years,Yes
3087,3,40,8.88,0,19,1,2,2,Female,35-54 years,Yes
3088,3,35,8.88,0,19,1,2,2,Female,35-54 years,Yes
3089,4,15,8.83,0,19,1,4,2,Female,35-54 years,Yes
3090,4,30,9.28,0,19,1,4,2,Female,35-54 years,Yes
3091,4,78,22.25,1,6,1,4,2,Male,35-54 years,Yes
3092,5,120,0.0,1,19,1,4,2,Male,35-54 years,Yes
3093,5,10,1.24,0,19,1,4,2,Female,35-54 years,Yes
3094,5,13,4.03,0,19,1,4,2,Female,35-54 years,Yes
3095,5,35,26.1,0,19,1,4,2,Female,35-54 years,Yes
3096,5,6,3.82,0,19,1,4,2,Female,35-54 years,Yes
3097,5,41,10.53,0,19,1,4,2,Female,35-54 years,Yes
3098,5,14,1.22,0,19,1,4,2,Female,35-54 years,Yes
3099,5,9,1.22,0,19,1,4,2,Female,35-54 years,Yes
3100,5,5,1.22,0,19,1,4,2,Female,35-54 years,Yes
3101,5,2,0.63,0,19,1,4,2,Female,35-54 years,Yes
3102,5,2,0.63,0,19,2,4,2,Male,35-54 years,Yes
3103,5,40,15.28,0,19,1,4,2,Male,35-54 years,Yes
3104,5,30,16.1,0,19,1,4,2,Male,35-54 years,Yes
3105,5,40,28.89,0,19,1,4,2,Male,35-54 years,Yes
3106,4,16,0.0,0,19,1,4,2,Female,35-54 years,Yes
3107,4,18,0.0,0,19,1,4,2,Female,35-54 years,Yes
3108,4,2,0.52,0,19,3,4,2,Female,35-54 years,Yes
3109,4,3,0.52,0,19,3,4,2,Male,35-54 years,Yes
3110,4,86,38.42,1,6,1,4,2,Male,35-54 years,Yes
3111,2,27,5.16,0,19,1,4,1,Female,65 years or older,Yes
3112,2,7,2.23,0,19,1,4,1,Female,65 years or older,Yes
3113,2,7,2.23,0,19,1,4,1,Female,65 years or older,Yes
3114,2,28,5.17,0,19,1,4,1,Female,65 years or older,Yes
3115,2,90,0.0,1,6,1,2,1,Male,55-64 years,Yes
3116,3,30,16.54,0,19,1,2,3,Male,35-54 years,Yes
3117,3,30,14.36,0,19,1,2,3,Male,35-54 years,Yes
3118,5,60,31.92,1,16,1,9,3,Male,Age not provided,Yes
3119,5,100,31.92,1,6,1,9,3,Male,Age not provided,RF
3120,6,85,0.0,1,6,1,4,2,Male,35-54 years,Yes
3121,4,15,10.15,0,19,1,2,3,Male,35-54 years,Yes
3122,4,15,9.93,0,19,1,2,3,Male,35-54 years,Yes
3123,4,30,19.76,0,19,1,2,3,Female,35-54 years,Yes
3124,4,35,16.45,0,19,1,2,3,Female,35-54 years,Yes
3125,4,5,7.36,0,19,1,2,3,Female,35-54 years,Yes
3126,4,10,0.99,0,19,1,2,3,Male,19-24 years,Yes
3127,4,5,0.99,0,19,1,2,3,Male,19-24 years,Yes
3128,4,30,15.95,0,19,1,3,3,Male,65 years or older,Yes
3129,4,30,16.05,0,19,1,3,3,Male,65 years or older,Yes
3130,4,20,13.03,0,19,1,3,3,Female,19-24 years,Yes
3131,4,21,13.71,0,19,1,3,3,Female,19-24 years,Yes
3132,3,6,1.46,0,19,2,4,3,Male,19-24 years,Yes
3133,3,7,2.88,0,19,1,4,3,Male,19-24 years,Yes
3134,3,11,2.22,0,19,1,4,3,Male,19-24 years,Yes
3135,3,86,0.0,1,6,2,4,3,Female,55-64 years,Yes
3136,1,31,17.98,0,19,1,3,2,Female,35-54 years,Yes
3137,1,63,17.7,0,19,1,3,2,Female,35-54 years,Yes
3138,2,14,7.87,0,19,1,3,2,Female,35-54 years,Yes
3139,2,13,5.05,0,19,1,3,2,Female,35-54 years,Yes
3140,2,12,2.68,0,19,1,3,2,Female,35-54 years,Yes
3141,2,8,2.4,0,19,1,3,2,Female,35-54 years,Yes
3142,2,16,8.51,0,19,1,3,2,Female,35-54 years,Yes
3143,2,30,15.16,0,19,1,3,2,Male,55-64 years,Yes
3144,2,30,15.11,0,19,1,3,2,Male,55-64 years,Yes
3145,2,13,7.25,0,19,1,3,2,Male,Younger than 16 years,
3146,2,2,0.36,0,19,1,3,2,Male,Younger than 16 years,
3147,2,3,0.36,0,19,1,3,2,Male,Younger than 16 years,
3148,2,28,6.6,0,19,1,3,2,Male,Younger than 16 years,
3149,2,18,6.74,0,19,1,3,2,Female,25-34 years,Yes
3150,2,18,6.74,0,19,1,3,2,Female,25-34 years,Yes
3151,4,13,8.57,0,19,1,2,3,Male,35-54 years,Yes
3152,4,4,11.01,0,19,1,2,3,Male,35-54 years,Yes
3153,4,18,9.96,0,19,1,2,3,Male,35-54 years,Yes
3154,4,28,21.59,0,19,1,2,3,Male,35-54 years,Yes
3155,4,32,14.15,0,19,1,2,3,Female,35-54 years,Yes
3156,4,3,2.21,0,19,1,2,3,Female,35-54 years,Yes
3157,4,5,2.21,0,19,1,2,3,Female,35-54 years,Yes
3158,4,2,0.5,0,19,1,2,3,Female,35-54 years,Yes
3159,4,1,0.5,0,19,1,2,3,Female,35-54 years,Yes
3160,4,7,1.21,0,19,1,2,3,Female,35-54 years,Yes
3161,4,1,2.31,0,19,1,2,3,Female,35-54 years,Yes
3162,4,3,2.31,0,19,1,2,3,Female,35-54 years,Yes
3163,4,3,0.4,0,19,1,2,3,Female,35-54 years,Yes
3164,4,1,0.4,0,19,1,2,3,Female,35-54 years,Yes
3165,4,1,0.4,0,19,1,2,3,Female,35-54 years,Yes
3166,4,2,1.13,0,19,1,2,3,Female,35-54 years,Yes
3167,4,3,1.21,0,19,1,2,3,Female,35-54 years,Yes
3168,4,9,2.31,0,19,1,2,3,Female,35-54 years,Yes
3169,4,45,12.92,0,19,1,2,3,Female,35-54 years,Yes
3170,3,15,2.27,0,19,1,4,3,Female,55-64 years,Yes
3171,3,5,2.14,0,19,1,4,3,Female,55-64 years,Yes
3172,3,10,2.35,0,19,1,4,3,Female,55-64 years,Yes
3173,3,15,2.27,0,19,1,4,3,Female,55-64 years,Yes
3174,3,20,8.07,0,19,1,4,3,Female,55-64 years,Yes
3175,3,30,6.5,0,19,1,4,3,Female,55-64 years,Yes
3176,3,20,0.63,0,19,1,4,3,Female,55-64 years,Yes
3177,3,96,25.58,1,6,1,4,3,Male,55-64 years,Yes
3178,3,35,9.61,0,19,1,4,3,Male,25-34 years,Yes
3179,3,30,6.39,0,19,1,4,3,Male,25-34 years,Yes
3180,3,30,5.79,0,19,1,4,3,Male,25-34 years,Yes
3181,4,50,35.87,0,19,1,4,2,Male,35-54 years,Yes
3182,4,142,0.0,1,12,1,4,2,Male,35-54 years,Yes
3183,4,35,11.18,1,19,1,3,2,Male,55-64 years,Yes
3184,1,17,2.24,0,19,1,2,1,Female,35-54 years,Yes
3185,1,16,0.0,0,19,1,2,1,Female,35-54 years,Yes
3186,1,13,0.0,0,19,1,2,1,Female,35-54 years,Yes
3187,1,15,0.0,0,19,1,2,1,Female,35-54 years,Yes
3188,1,64,0.0,0,19,1,2,1,Female,35-54 years,Yes
3189,2,95,47.26,0,6,2,4,3,Male,35-54 years,Yes
3190,2,100,34.89,1,6,2,4,3,Female,35-54 years,Yes
3191,2,13,2.99,0,19,1,2,2,Male,35-54 years,Yes
3192,2,20,2.96,0,19,1,2,2,Male,35-54 years,Yes
3193,1,25,7.17,0,19,1,9,1,Female,65 years or older,Yes
3194,1,18,6.55,0,19,1,9,1,Female,65 years or older,Yes
3195,2,75,29.33,1,6,2,9,1,Male,55-64 years,Yes
3196,1,115,25.59,1,12,1,1,2,Male,35-54 years,Yes
3197,2,30,17.13,1,19,1,4,2,Female,55-64 years,Yes
3198,3,20,6.53,0,17,2,4,2,Male,35-54 years,Yes
3199,3,28,33.89,1,17,2,4,2,Male,35-54 years,Yes
3200,3,50,34.21,1,19,1,4,2,Male,25-34 years,Yes
3201,3,10,6.73,0,19,1,4,2,Female,35-54 years,Yes
3202,3,25,6.04,0,19,1,4,2,Female,35-54 years,Yes
3203,2,4,1.38,0,19,1,2,2,Male,55-64 years,Yes
3204,2,6,2.88,0,19,1,2,2,Male,55-64 years,Yes
3205,2,8,1.75,0,19,1,2,2,Male,55-64 years,Yes
3206,2,10,3.05,0,19,1,2,2,Male,55-64 years,Yes
3207,2,23,10.31,0,19,1,2,2,Male,55-64 years,Yes
3208,2,39,12.61,0,19,1,2,2,Male,55-64 years,Yes
3209,2,10,4.0,0,19,2,2,2,Male,55-64 years,Yes
3210,2,19,6.85,0,19,1,2,2,Male,55-64 years,Yes
3211,5,72,35.66,1,19,1,3,3,Male,35-54 years,Yes
3212,4,91,32.36,1,6,1,4,2,Female,35-54 years,Yes
3213,1,15,8.12,0,19,1,3,1,Female,65 years or older,Yes
3214,1,2,1.79,0,19,1,3,1,Female,65 years or older,Yes
3215,1,3,0.87,0,19,1,3,1,Female,65 years or older,Yes
3216,1,4,0.87,0,19,1,3,1,Female,65 years or older,Yes
3217,1,5,0.87,0,19,1,3,1,Female,65 years or older,Yes
3218,1,25,9.09,0,19,1,3,1,Female,65 years or older,Yes
3219,5,30,1.82,0,19,1,2,3,Male,35-54 years,Yes
3220,5,30,9.5,0,19,1,2,3,Male,35-54 years,Yes
3221,5,15,3.95,0,19,1,2,3,Female,25-34 years,Yes
3222,5,15,3.95,0,19,1,2,3,Female,25-34 years,Yes
3223,3,10,1.14,0,19,1,4,3,Female,35-54 years,Yes
3224,3,10,1.15,0,19,1,4,3,Female,35-54 years,Yes
3225,3,10,1.38,0,19,1,4,3,Female,25-34 years,Yes
3226,3,10,1.01,0,19,1,4,3,Female,25-34 years,Yes
3227,4,40,26.97,1,19,1,4,3,Male,25-34 years,Yes
3228,4,10,2.77,0,19,1,4,3,Female,35-54 years,Yes
3229,4,20,2.72,0,19,1,4,3,Female,35-54 years,Yes
3230,4,17,11.89,0,19,1,4,3,Male,35-54 years,Yes
3231,4,9,1.41,0,19,1,4,3,Male,35-54 years,Yes
3232,4,22,11.28,0,19,1,4,3,Male,35-54 years,Yes
3233,1,25,10.15,0,19,1,3,1,Male,35-54 years,Yes
3234,1,25,10.75,0,19,1,3,1,Male,35-54 years,Yes
3235,1,5,0.45,0,19,1,3,1,Male,35-54 years,Yes
3236,4,105,18.94,1,6,1,4,2,Male,25-34 years,Yes
3237,2,15,6.77,0,19,1,3,2,Female,55-64 years,Yes
3238,2,15,5.24,0,19,1,3,2,Female,55-64 years,Yes
3239,2,15,1.78,0,19,1,3,2,Female,55-64 years,Yes
3240,2,10,1.78,0,19,1,3,2,Female,55-64 years,Yes
3241,3,92,0.0,1,6,1,4,3,Female,35-54 years,Yes
3242,3,3,0.77,0,19,2,4,3,Male,35-54 years,Yes
3243,3,98,34.43,1,6,1,4,3,Male,35-54 years,Yes
3244,2,5,0.67,0,19,1,4,2,Male,55-64 years,Yes
3245,2,65,20.82,1,6,1,4,2,Male,55-64 years,Yes
3246,4,90,0.0,1,6,1,4,2,Male,35-54 years,Yes
3247,4,90,20.25,1,19,1,4,2,Female,25-34 years,Yes
3248,2,30,7.85,1,19,1,4,2,Male,55-64 years,Yes
3249,2,15,3.6,0,19,1,4,2,Male,55-64 years,Yes
3250,3,15,3.16,0,19,1,4,3,Female,65 years or older,Yes
3251,3,25,6.23,0,19,1,4,3,Female,65 years or older,Yes
3252,3,30,8.72,0,19,1,4,3,Female,65 years or older,Yes
3253,3,50,27.65,0,19,1,4,3,Male,55-64 years,Yes
3254,1,19,7.61,0,19,1,4,1,Male,55-64 years,Yes
3255,1,7,3.07,0,19,1,4,1,Male,55-64 years,Yes
3256,1,9,3.11,0,19,1,4,1,Male,55-64 years,Yes
3257,1,14,3.07,0,19,1,4,1,Male,55-64 years,Yes
3258,1,14,4.98,0,19,1,4,1,Male,55-64 years,Yes
3259,2,18,9.41,0,19,1,4,3,Male,55-64 years,Yes
3260,2,2,0.65,0,19,1,4,3,Male,55-64 years,Yes
3261,2,30,9.35,0,19,1,4,3,Male,55-64 years,Yes
3262,2,45,19.01,1,19,1,4,2,Female,55-64 years,Yes
3263,2,30,17.78,0,19,1,4,2,Male,25-34 years,Yes
3264,2,5,0.49,0,23,1,4,2,Male,25-34 years,Yes
3265,2,5,0.49,0,23,1,4,2,Male,25-34 years,Yes
3266,2,45,17.0,0,19,1,4,2,Male,25-34 years,Yes
3267,2,105,49.02,1,6,1,4,2,Male,55-64 years,Yes
3268,4,145,0.0,1,6,1,3,2,Female,35-54 years,Yes
3269,3,20,13.86,0,19,1,3,2,Male,35-54 years,Yes
3270,3,40,16.61,0,19,1,3,2,Male,35-54 years,Yes
3271,3,45,28.6,0,19,1,3,2,Male,35-54 years,Yes
3272,2,30,11.81,0,19,1,3,2,Male,35-54 years,Yes
3273,2,30,11.57,0,19,1,3,2,Male,35-54 years,Yes
3274,5,50,13.64,0,17,2,3,1,Female,35-54 years,No
3275,5,15,2.86,0,17,3,3,1,Female,35-54 years,No
3276,5,15,2.86,0,17,3,3,1,Female,35-54 years,No
3277,5,60,13.88,0,17,2,3,1,Female,35-54 years,No
3278,5,81,3.76,0,15,1,3,1,Male,55-64 years,No
3279,5,76,3.76,0,15,1,3,1,Male,55-64 years,No
3280,5,30,8.16,0,19,2,3,1,Female,25-34 years,Yes
3281,5,15,3.12,0,19,2,3,1,Female,25-34 years,Yes
3282,5,15,3.76,0,19,2,3,1,Female,25-34 years,Yes
3283,5,30,8.16,0,17,2,3,1,Male,25-34 years,DK
3284,5,15,3.12,0,17,2,3,1,Male,25-34 years,DK
3285,5,15,3.76,0,17,2,3,1,Male,25-34 years,DK
3286,2,13,8.34,0,19,1,2,2,Male,35-54 years,Yes
3287,2,12,8.34,0,19,1,2,2,Male,35-54 years,Yes
3288,2,5,2.48,0,19,1,2,2,Male,35-54 years,Yes
3289,2,4,2.48,0,19,1,2,2,Male,35-54 years,Yes
3290,2,4,2.48,0,19,1,2,2,Male,35-54 years,Yes
3291,2,19,8.6,0,19,1,2,2,Male,35-54 years,Yes
3292,2,4,2.57,0,19,1,2,2,Male,35-54 years,Yes
3293,2,23,8.6,0,19,1,2,2,Male,35-54 years,Yes
3294,5,2,0.94,0,19,1,3,2,Female,35-54 years,Yes
3295,5,4,0.94,0,19,1,3,2,Female,35-54 years,Yes
3296,5,4,0.94,0,19,1,3,2,Female,35-54 years,Yes
3297,5,5,0.94,0,19,1,3,2,Female,35-54 years,Yes
3298,5,42,25.21,0,19,1,3,2,Male,35-54 years,Yes
3299,5,1,2.26,0,19,1,3,2,Male,35-54 years,Yes
3300,5,4,0.67,0,23,1,3,2,Male,35-54 years,Yes
3301,5,3,0.67,0,23,1,3,2,Male,35-54 years,Yes
3302,5,58,32.2,0,19,1,3,2,Male,35-54 years,Yes
3303,5,16,4.75,0,19,1,3,2,Male,35-54 years,Yes
3304,2,23,13.03,0,19,2,4,2,Male,35-54 years,Yes
3305,2,13,7.7,0,19,1,4,2,Male,35-54 years,Yes
3306,2,16,8.17,0,19,1,4,2,Male,35-54 years,Yes
3307,2,7,1.11,0,19,1,4,2,Male,35-54 years,Yes
3308,2,25,14.27,0,19,1,4,2,Male,35-54 years,Yes
3309,2,13,0.0,0,19,1,4,2,Male,35-54 years,Yes
3310,2,3,0.0,0,19,1,4,2,Male,35-54 years,Yes
3311,2,31,0.0,0,19,1,4,2,Male,35-54 years,Yes
3312,2,6,4.37,0,19,1,4,2,Male,35-54 years,Yes
3313,2,141,75.39,0,6,1,4,2,Male,55-64 years,Yes
3314,1,6,2.61,0,19,1,3,1,Female,55-64 years,Yes
3315,1,13,2.61,0,19,1,3,1,Female,55-64 years,Yes
3316,1,6,2.61,0,19,1,3,1,Female,55-64 years,Yes
3317,1,4,2.61,0,19,1,3,1,Female,55-64 years,Yes
3318,1,4,2.61,0,19,1,3,1,Female,55-64 years,Yes
3319,1,5,2.61,0,19,1,3,1,Female,55-64 years,Yes
3320,1,5,2.61,0,19,1,3,1,Female,55-64 years,Yes
3321,3,12,5.89,0,19,2,4,1,Male,35-54 years,Yes
3322,3,14,7.18,0,19,2,4,1,Male,35-54 years,Yes
3323,3,64,21.49,1,6,1,4,1,Male,35-54 years,Yes
3324,4,5,1.37,0,19,3,3,2,Male,Age not provided,Yes
3325,4,84,19.64,1,19,1,3,2,Male,Age not provided,Yes
3326,1,19,7.56,0,19,1,2,1,Male,35-54 years,Yes
3327,1,15,2.16,0,19,2,2,1,Male,35-54 years,Yes
3328,1,8,2.16,0,19,2,2,1,Male,35-54 years,Yes
3329,1,18,7.31,0,19,1,2,1,Male,35-54 years,Yes
3330,1,7,0.48,0,19,1,2,1,Male,35-54 years,Yes
3331,3,90,0.0,1,6,2,4,2,Male,Age not provided,Yes
3332,2,5,0.87,0,19,1,4,3,Female,55-64 years,Yes
3333,2,2,0.87,0,19,1,4,3,Female,55-64 years,Yes
3334,2,6,0.87,0,19,1,4,3,Female,55-64 years,Yes
3335,2,21,7.29,0,19,1,9,2,Female,25-34 years,Yes
3336,2,30,7.71,0,19,1,9,2,Female,25-34 years,Yes
3337,2,75,19.37,1,6,1,9,2,Male,25-34 years,Yes
3338,2,4,4.54,0,19,1,3,2,Female,35-54 years,Yes
3339,2,9,4.46,0,19,1,3,2,Female,35-54 years,Yes
3340,2,24,6.88,0,19,2,2,1,Female,35-54 years,Yes
3341,2,21,18.02,0,19,1,2,1,Female,35-54 years,Yes
3342,2,30,14.51,0,19,1,2,1,Female,35-54 years,Yes
3343,3,235,30.52,1,6,1,4,2,Male,55-64 years,Yes
3344,3,20,2.72,0,19,1,4,2,Female,35-54 years,Yes
3345,3,20,2.72,0,19,1,4,2,Female,35-54 years,Yes
3346,4,18,13.71,0,19,1,3,3,Male,35-54 years,Yes
3347,4,27,14.61,0,19,1,3,3,Male,35-54 years,Yes
3348,4,8,4.04,0,19,1,3,3,Male,35-54 years,Yes
3349,4,7,4.04,0,19,1,3,3,Male,35-54 years,Yes
3350,4,4,0.75,0,19,1,3,3,Male,35-54 years,Yes
3351,4,9,4.04,0,19,1,3,3,Male,35-54 years,Yes
3352,4,12,4.85,0,19,1,3,3,Male,19-24 years,Yes
3353,4,8,1.53,0,19,1,3,3,Male,19-24 years,Yes
3354,4,19,5.24,0,19,1,3,3,Male,19-24 years,Yes
3355,4,40,0.72,0,19,2,3,3,Male,19-24 years,Yes
3356,4,31,19.57,0,19,1,3,3,Male,19-24 years,Yes
3357,4,22,5.48,0,19,1,3,3,Male,19-24 years,Yes
3358,4,1,0.5,0,19,1,3,3,Male,19-24 years,Yes
3359,4,9,3.73,0,19,1,3,3,Male,19-24 years,Yes
3360,4,8,2.31,0,19,1,3,3,Male,19-24 years,Yes
3361,4,8,1.49,0,19,1,3,3,Male,19-24 years,Yes
3362,4,8,5.44,0,19,1,3,3,Male,19-24 years,Yes
3363,4,13,3.79,0,19,1,3,3,Male,19-24 years,Yes
3364,4,7,2.31,0,19,1,3,3,Male,19-24 years,Yes
3365,4,7,0.92,0,19,1,3,3,Male,19-24 years,Yes
3366,4,20,0.0,0,19,1,3,3,Female,19-24 years,Yes
3367,4,36,0.0,0,19,1,3,3,Female,19-24 years,Yes
3368,2,165,0.0,1,6,1,2,2,Female,55-64 years,Yes
3369,2,20,13.83,0,19,1,4,2,Male,35-54 years,Yes
3370,2,15,16.81,0,19,1,4,2,Male,35-54 years,Yes
3371,2,17,6.97,0,19,1,4,2,Male,35-54 years,Yes
3372,2,45,29.45,0,19,1,4,2,Female,35-54 years,Yes
3373,2,13,1.33,0,19,3,4,2,Female,35-54 years,Yes
3374,2,7,1.33,0,19,3,4,2,Female,35-54 years,Yes
3375,2,47,27.02,0,19,1,4,2,Female,35-54 years,Yes
3376,4,30,19.28,1,19,1,2,2,Male,35-54 years,Yes
3377,1,19,2.53,0,19,1,4,1,Female,25-34 years,Yes
3378,1,20,6.52,0,19,1,4,1,Female,25-34 years,Yes
3379,1,45,0.41,0,19,1,4,1,Female,25-34 years,Yes
3380,1,19,3.91,0,19,1,4,1,Female,25-34 years,Yes
3381,1,24,4.1,0,19,1,4,1,Female,25-34 years,Yes
3382,4,5,2.16,0,19,1,4,3,Male,35-54 years,Yes
3383,4,4,2.16,0,19,1,4,3,Male,35-54 years,Yes
3384,4,53,36.16,0,19,1,4,3,Male,35-54 years,Yes
3385,4,25,8.33,0,19,1,4,3,Male,35-54 years,Yes
3386,1,26,29.51,0,19,1,2,2,Male,35-54 years,Yes
3387,1,11,4.64,0,19,1,2,2,Male,35-54 years,Yes
3388,1,35,26.47,0,19,1,2,2,Male,35-54 years,Yes
3389,5,30,12.63,0,19,1,4,2,Male,35-54 years,Yes
3390,5,30,12.62,0,19,1,4,2,Male,35-54 years,Yes
3391,1,26,11.61,0,19,1,4,1,Female,Age not provided,Yes
3392,1,40,11.1,0,19,1,4,1,Female,Age not provided,Yes
3393,3,15,2.29,0,19,1,4,2,Male,55-64 years,Yes
3394,3,10,2.29,0,19,1,4,2,Male,55-64 years,Yes
3395,3,22,8.15,0,19,1,4,2,Female,35-54 years,Yes
3396,3,15,8.16,0,19,1,4,2,Female,35-54 years,Yes
3397,2,19,10.3,0,19,1,2,1,Male,35-54 years,Yes
3398,2,23,11.91,0,19,1,2,1,Male,35-54 years,Yes
3399,3,80,19.71,1,12,1,3,3,Female,55-64 years,Yes
3400,3,10,1.43,0,19,1,3,3,Female,55-64 years,Yes
3401,3,113,0.0,1,12,1,4,3,Male,35-54 years,Yes
3402,3,35,6.06,0,19,1,4,3,Female,35-54 years,Yes
3403,3,30,5.95,0,19,1,4,3,Female,35-54 years,Yes
3404,2,30,8.28,0,19,1,4,2,Male,25-34 years,Yes
3405,2,35,8.75,0,19,1,4,2,Male,25-34 years,Yes
3406,2,30,15.99,0,19,1,4,2,Female,55-64 years,Yes
3407,2,30,15.67,0,19,1,4,2,Female,55-64 years,Yes
3408,2,20,5.98,0,19,1,2,2,Female,35-54 years,Yes
3409,2,20,6.82,0,19,1,2,2,Female,35-54 years,Yes
3410,2,15,3.4,0,19,1,2,2,Female,35-54 years,Yes
3411,2,10,0.42,0,19,1,2,2,Female,19-24 years,Yes
3412,2,9,0.42,0,19,1,2,2,Female,19-24 years,Yes
3413,2,14,4.71,0,19,1,4,2,Male,55-64 years,Yes
